company,time,Mclsprc,Mnshrtrd,Mnvaltrd,Msmvosd,returns1,shizhi,returns
528,Nov-09,19.38,307624481,6064269045,12599821.96,0.023244616,13641138.52,0.007266795
528,Nov-08,10.49,599627473,6176275256,3004888.96,0.075306903,4919104.248,0.054820035
528,Nov-07,36.3,50220482,1830338765,9540534.4,-0.054040852,9238951.843,-0.023751512
528,Nov-06,14.1,159071872,1752009257,3705827.41,0.166044041,4948987.952,0.062839924
528,Nov-05,3.91,39544041,169233134,790547.96,-0.061035756,1187710.27,0.01491877
528,Nov-04,5.65,44297248,240079967,1142351.91,0.015651946,983635.7617,-0.018514009
528,Nov-03,10.62,42119858,437200165,1270542.74,0.048400911,1317001.698,0.010545681
528,Nov-02,6.99,18334567,133165290.1,835919.8,-0.036336417,971593.2567,0.023945346
528,Nov-01,7.37,13721904,96934496.14,881363.22,0.045299408,775328.5667,0.007451623
559,Nov-16,14.49,321116898,4704863019,33180599.73,-0.007134361,29012951.06,-0.020284597
559,Nov-15,21.88,2053329121,48658477361,50103036.33,-0.010200701,40057939.07,-0.027640089
559,Nov-14,13.57,758020425,10365783638,25894965.08,-0.018176592,27760598.4,0.00436709
559,Nov-13,5.8,184252963,1047741856,9223223.25,0.011379546,12761207.48,0.034895441
559,Nov-12,4.03,80851808,343457939.8,6408549.95,-0.026138723,7556152.15,0.007389096
559,Nov-11,7.66,412972583,3265986124,12181015.53,0.029922728,9952069.913,-0.011496035
559,Nov-10,17.23,618418604,10626754188,21076410.69,0.019591678,17374073.51,-0.021190286
559,Nov-09,7.59,413882114,3243054586,3886313.23,0.022306511,4564642.975,0.029582412
559,Nov-08,3.21,163670452,544363224.6,1643618.64,0.04560719,2665119.945,0.072788208
559,Nov-07,10.55,119382630,1354488616,5395655.89,-0.042327255,5804009.278,-0.0160273
559,Nov-06,3.71,168037446,610113904,1737010.83,-0.023912157,3040159.122,0.081941252
559,Nov-05,3.14,57103585,190653249,1194020.94,-0.030700253,1184451.065,-0.015510166
559,Nov-04,4.65,51785760,242604307,1263011.23,0.023014363,1166316.177,-0.028857813
559,Nov-03,7.27,10196660,73351804,987321.68,0.004201914,1093704.347,0.014935129
559,Nov-02,8.94,8547027,79251026.86,1214120.47,-0.032288768,1223627.007,-0.002058406
559,Nov-01,11.16,18791512,198239011.6,1515613.47,0.039064023,1520593.087,0.008808718
570,Nov-16,9.26,167636307,1621582131,3809326.26,-0.034256735,3690713.327,-0.018221711
570,Nov-15,10.18,416276040,4342882174,4187790.64,0.035082186,3686599.585,-0.001322445
570,Nov-14,9.32,120387498,1111363293,3834008.72,0.018078394,3908056.097,0.014943362
570,Nov-13,6.8,96039975,619271527.6,2797345.42,0.019595556,3053768.745,0.01681675
570,Nov-12,4.95,51034366,259915945.1,2036302.91,-0.000876478,2662963.135,0.032489891
570,Nov-11,5.86,41156512,259470025.7,2410653.55,-0.050328278,2308495.593,-0.001556671
570,Nov-10,9.98,224580701,2474084389,4105431.57,-0.05163577,3929296.403,-0.016977425
570,Nov-09,15.7,539435518,8985882691,6458444.46,0.009791273,5573322.188,-0.014174838
570,Nov-08,3.15,75385281,239945452,611216.73,0.116293511,881898.43,0.077283496
570,Nov-07,11.56,43367447,512798590,2026817.17,-0.061546391,2065041.162,-0.035646637
570,Nov-06,4.04,39681455,154413595,592075.99,0.022050141,896662.94,0.069711126
570,Nov-05,2.95,16691379,50202312,327525.38,0.004439165,343253.9967,0.009943659
